Name,Round,SecondsTarget2,ConfidentLevel,SecondsConfident,Score,PlayerTarget2,PlayerTarget1,SecondsTarget1,Images,Target Position,Correct_1,Correct_2,AI Position 1,AI Position 2,AI1 Correct,AI2 Correct
S23,38,0.3,3,0.33,49,2,2,0.3,49A - Insect.jpg,2,1,1,2,6,1,0
S23,39,0.35,4,0.35,50,2,4,0.33,N213A-Lizard-2136.jpg,2,0,1,4,4,0,0
S23,40,0.4,0,0.58,50,3,3,0.48,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
S24,1,0.57,4,0.97,2,1,1,0.43,M34,1,1,1,1,1,1,1
S24,2,0.58,5,0.88,4,1,1,0.85,M33,1,1,1,3,1,0,1
S24,3,0.55,4,0.42,6,4,4,0.43,HT24,4,1,1,4,6,1,0
S24,4,1.1,4,1.35,8,5,5,1,N58,5,1,1,6,6,0,0
S24,5,0.72,4,0.92,9,5,3,1.18,E13,5,0,1,6,1,0,0
S24,6,0.6,4,1.22,11,1,1,0.6,HT26,1,1,1,1,1,1,1
S24,7,0.35,4,1.33,12,5,2,1.17,HT22,5,0,1,2,5,0,1
S24,8,0.68,4,0.87,14,2,2,0.33,E15,2,1,1,2,4,1,0
S24,9,0.3,4,1.28,14,6,6,0.97,N97,6,1,1,1,1,0,0
S24,10,0.33,4,0.52,15,1,5,0.58,E31,1,0,1,5,6,0,0
S24,11,0.32,4,1.05,17,5,5,0.35,N61,5,1,1,5,5,1,1
S24,12,0.92,4,0.4,18,3,5,0.32,E30,3,0,1,5,3,0,1
S24,13,0.67,0,1.35,20,3,3,0.4,HT41,3,1,1,3,6,1,0
S24,14,0.67,3,1.68,20,1,1,0.65,N69,3,0,0,1,1,0,0
S24,15,0.38,3,1.05,21,5,2,0.02,N14,5,0,1,2,4,0,0
S24,16,0.57,4,1.32,23,2,2,0.42,N51,2,1,1,2,2,1,1
S24,17,0.32,4,0.98,24,5,4,0.62,HT66,5,0,1,1,5,0,1
S24,18,0.62,3,1.1,26,5,5,0.28,HT101,5,1,1,5,2,1,0
S24,19,1.02,3,1.08,26,2,1,0.55,N71,3,0,0,1,1,0,0
S24,20,0.4,2,0.38,26,2,1,0.37,N16,5,0,0,1,4,0,0
S24,21,0.38,3,1.55,28,1,1,0.37,N48,1,1,1,1,1,1,1
S24,22,0.67,4,1.25,30,2,2,0.33,N15,2,1,1,5,2,0,1
S24,23,0.5,4,0.48,32,4,4,0.35,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S24,24,0.43,4,0.97,32,2,3,0.85,N114,1,0,0,3,3,0,0
S24,25,0.58,3,1.22,32,1,6,0.92,N83,2,0,0,6,1,0,0
S24,26,0.02,4,0.47,34,4,4,0.33,N102,4,1,1,4,4,1,1
S24,27,0.32,5,0.43,36,5,5,0.28,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S24,28,0.25,4,1.12,38,2,2,0.33,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S24,29,0.33,4,0.88,40,5,5,0.35,N74,5,1,1,2,2,0,0
S24,30,0.35,3,1.42,42,4,4,0.6,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S24,31,0.28,4,0.77,44,4,4,1.07,E36A - lizard.jpg,4,1,1,4,4,1,1
S24,32,0.38,4,0.92,46,2,2,0.38,N152A-Fish-801.jpg,2,1,1,4,2,0,1
S24,33,1.28,4,0.37,48,1,1,0.38,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S24,34,0.97,1,1.17,48,1,1,0.37,N77,2,0,0,1,1,0,0
S24,35,0.73,1,1.58,49,6,2,0.65,HT80A-Spider-2560.jpg,2,1,0,5,6,0,0
S24,36,0.37,4,1.52,51,5,5,0.4,40A - Tutle.jpg,5,1,1,5,5,1,1
S24,37,0.53,4,1.17,52,2,6,1.1,55A - Fog.jpg,2,0,1,6,2,0,1
S24,38,0.37,4,0.93,54,2,2,0.38,49A - Insect.jpg,2,1,1,2,6,1,0
S24,39,0.35,4,0.93,56,2,2,0.33,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S24,40,0.83,1,0.72,56,4,3,0.78,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
S25,2,1.28,5,1.22,2,1,4,1.48,M33,1,0,1,3,1,0,1
S25,3,1.07,4,0.97,3,4,5,1.53,HT24,4,0,1,4,6,1,0
S25,4,0.73,4,1.35,5,5,5,0.85,N58,5,1,1,6,6,0,0
S25,6,0.72,5,1.08,8,1,1,0.8,HT26,1,1,1,1,1,1,1
S25,7,0.95,4,1.33,9,5,2,0.9,HT22,5,0,1,2,5,0,1
S25,8,0.4,5,0.88,11,2,2,0.9,E15,2,1,1,2,4,1,0
S25,9,0.92,4,1.38,11,6,3,0.92,N97,6,0,1,1,1,0,0
S25,10,1.13,4,1.07,12,1,4,1.07,E31,1,0,1,5,6,0,0
S25,11,1.4,5,0.97,14,5,5,0.82,N61,5,1,1,5,5,1,1
S25,12,0.95,5,0.93,15,3,5,0.85,E30,3,0,1,5,3,0,1
S25,13,0.93,2,1.33,15,6,6,0.67,HT41,3,0,0,3,6,1,0
S25,14,0.75,4,0.78,15,2,1,1.15,N69,3,0,0,1,1,0,0
S25,15,0.47,4,1.42,16,5,3,0.73,N14,5,0,1,2,4,0,0
S25,16,0.97,5,0.87,17,2,3,0.08,N51,2,0,1,2,2,1,1
S25,17,0.95,5,1.15,18,5,1,1.17,HT66,5,0,1,1,5,0,1
S25,18,0.08,3,1.18,20,5,5,1.12,HT101,5,1,1,5,2,1,0
S25,19,0.9,5,1.2,20,1,1,0.93,N71,3,0,0,1,1,0,0
S25,20,0.98,4,1.25,20,4,1,0.48,N16,5,0,0,1,4,0,0
S25,21,0.38,5,1.17,20,2,2,0.88,N48,1,0,0,1,1,1,1
S25,22,1,5,1.07,22,2,2,0.97,N15,2,1,1,5,2,0,1
S25,23,0.97,5,1.07,23,4,1,0.8,HT106A-Frog-4727.jpg,4,0,1,4,3,1,0
S25,24,0.5,5,1.22,25,1,1,0.98,N114,1,1,1,3,3,0,0
S25,25,0.97,5,0.95,25,1,5,0.58,N83,2,0,0,6,1,0,0
S25,26,2,5,1.35,27,4,4,0.98,N102,4,1,1,4,4,1,1
S25,27,0.87,5,1.12,29,5,5,0.13,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S25,28,0.82,5,1.13,31,2,2,0.82,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S25,29,0.53,4,0.6,31,2,2,0.8,N74,5,0,0,2,2,0,0
S25,30,0.85,3,1.08,33,4,4,1.13,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S25,31,0.48,5,0.88,35,4,4,1.15,E36A - lizard.jpg,4,1,1,4,4,1,1
S25,32,1.05,4,0.77,35,3,4,0.97,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S25,33,0.95,5,1,36,5,1,1.03,HT67A-OrpionFish-932.jpg,1,1,0,1,5,1,0
S25,34,0.75,5,1.13,37,2,4,0.65,N77,2,0,1,1,1,0,0
S25,35,1.17,4,1.12,39,2,2,0.97,HT80A-Spider-2560.jpg,2,1,1,5,6,0,0
S25,36,1.47,4,1.18,41,5,5,0.9,40A - Tutle.jpg,5,1,1,5,5,1,1
S25,37,0.8,5,1.08,43,2,2,1.15,55A - Fog.jpg,2,1,1,6,2,0,1
S25,38,1.87,5,0.93,45,2,2,1.15,49A - Insect.jpg,2,1,1,2,6,1,0
S25,39,1.17,4,0.95,45,4,1,0.57,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S25,40,0.52,4,0.58,45,3,3,1.03,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
S26,1,0.52,5,0.4,2,1,1,0.52,M34,1,1,1,1,1,1,1
S26,2,0.4,5,0.48,4,1,1,0.52,M33,1,1,1,3,1,0,1
S26,3,0.35,5,0.6,6,4,4,0.38,HT24,4,1,1,4,6,1,0
S26,4,0.45,4,0.85,7,5,6,0.65,N58,5,0,1,6,6,0,0
S26,5,0.37,4,0.7,9,5,5,0.53,E13,5,1,1,6,1,0,0
S26,6,0.28,4,0.28,11,1,1,0.52,HT26,1,1,1,1,1,1,1
S26,7,0.33,4,0.63,12,5,2,1.07,HT22,5,0,1,2,5,0,1
S26,8,0.33,4,0.45,14,2,2,0.38,E15,2,1,1,2,4,1,0
S26,9,0.48,3,0.53,14,6,1,0.98,N97,6,0,1,1,1,0,0
S26,10,0.37,5,0.33,15,1,5,0.47,E31,1,0,1,5,6,0,0
S26,11,0.27,5,0.3,17,5,5,0.48,N61,5,1,1,5,5,1,1
S26,12,0.33,5,0.3,19,3,3,0.3,E30,3,1,1,5,3,0,1
S26,13,0.37,5,0.47,21,3,3,0.42,HT41,3,1,1,3,6,1,0
S26,14,0.25,1,0.38,21,1,1,0.5,N69,3,0,0,1,1,0,0
S26,15,0.35,1,0.33,21,2,2,0.38,N14,5,0,0,2,4,0,0
S26,16,0.28,5,0.38,23,2,2,0.37,N51,2,1,1,2,2,1,1
S26,17,0.58,2,0.9,24,5,4,0.45,HT66,5,0,1,1,5,0,1
S26,18,0.3,2,0.25,26,5,5,0.33,HT101,5,1,1,5,2,1,0
S26,19,0.35,2,0.37,26,1,1,0.73,N71,3,0,0,1,1,0,0
S26,20,0.35,1,0.45,26,1,1,0.32,N16,5,0,0,1,4,0,0
S26,21,0.32,2,0.3,28,1,1,0.72,N48,1,1,1,1,1,1,1
S26,22,0.43,3,0.48,30,2,2,0.42,N15,2,1,1,5,2,0,1
S26,23,0.32,5,0.33,32,4,4,0.32,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S26,24,0.45,4,0.33,34,1,1,0.33,N114,1,1,1,3,3,0,0
S26,25,0.35,0,0.32,34,5,5,1.22,N83,2,0,0,6,1,0,0
S26,26,0.33,5,0.53,36,4,4,0.38,N102,4,1,1,4,4,1,1
S26,27,0.33,3,0.32,38,5,5,0.32,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S26,28,0.38,4,0.28,40,2,2,0.37,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S26,29,0.33,3,0.48,42,5,5,0.75,N74,5,1,1,2,2,0,0
S26,30,0.37,2,0.42,44,4,4,0.62,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S26,31,0.33,4,0.3,46,4,4,0.32,E36A - lizard.jpg,4,1,1,4,4,1,1
S26,32,0.67,2,0.48,46,4,4,0.35,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S26,33,0.32,1,0.3,47,5,1,0.42,HT67A-OrpionFish-932.jpg,1,1,0,1,5,1,0
S26,34,0.75,1,0.32,47,1,1,0.43,N77,2,0,0,1,1,0,0
S26,35,0.33,1,0.28,48,6,2,0.25,HT80A-Spider-2560.jpg,2,1,0,5,6,0,0
S26,36,0.4,3,0.3,50,5,5,0.13,40A - Tutle.jpg,5,1,1,5,5,1,1
S26,37,0.47,3,0.5,51,2,6,0.3,55A - Fog.jpg,2,0,1,6,2,0,1
S26,38,0.5,3,0.33,53,2,2,0.38,49A - Insect.jpg,2,1,1,2,6,1,0
S26,39,0.47,4,0.63,55,2,2,0.42,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S26,40,0.35,3,0.32,56,1,3,0.38,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S27,1,0.63,5,0.93,2,1,1,0.83,M34,1,1,1,1,1,1,1
S27,2,0.65,4,1.1,4,1,1,0.8,M33,1,1,1,3,1,0,1
S27,3,0.9,4,0.97,6,4,4,0.97,HT24,4,1,1,4,6,1,0
S27,4,0.75,4,0.92,8,5,5,0.9,N58,5,1,1,6,6,0,0
S27,5,0.78,4,0.8,9,5,2,1.03,E13,5,0,1,6,1,0,0
S27,6,0.73,5,0.97,11,1,1,1.07,HT26,1,1,1,1,1,1,1
S27,7,0.73,4,1.02,13,5,5,0.85,HT22,5,1,1,2,5,0,1
S27,8,1.02,3,1.07,15,2,2,0.63,E15,2,1,1,2,4,1,0
S27,9,0.72,5,0.82,15,6,3,1.25,N97,6,0,1,1,1,0,0
S27,10,0.8,2,0.93,15,5,5,0.93,E31,1,0,0,5,6,0,0
S27,11,0.65,5,0.85,17,5,5,0.72,N61,5,1,1,5,5,1,1
S27,12,0.97,5,1.08,19,3,3,0.98,E30,3,1,1,5,3,0,1
S27,13,0.7,4,1.17,21,3,3,1.03,HT41,3,1,1,3,6,1,0
S27,14,0.78,3,0.9,23,3,3,0.95,N69,3,1,1,1,1,0,0
S27,15,0.82,2,0.98,23,2,2,0.78,N14,5,0,0,2,4,0,0
S27,16,0.78,4,1.12,25,2,2,0.53,N51,2,1,1,2,2,1,1
S27,17,0.92,4,1.03,27,5,5,0.85,HT66,5,1,1,1,5,0,1
S27,18,0.93,5,0.88,29,5,5,0.97,HT101,5,1,1,5,2,1,0
S27,19,1.13,3,1.32,29,1,1,1.05,N71,3,0,0,1,1,0,0
S27,20,0.85,4,1.03,31,5,5,0.98,N16,5,1,1,1,4,0,0
S27,21,0.93,1,1.07,33,1,1,1.08,N48,1,1,1,1,1,1,1
S27,22,1.03,2,1.42,35,2,2,0.97,N15,2,1,1,5,2,0,1
S27,23,0.97,5,1.02,37,4,4,1.02,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S27,24,0.95,4,1.12,39,1,1,1.13,N114,1,1,1,3,3,0,0
S27,25,1.08,2,1.37,39,3,6,1,N83,2,0,0,6,1,0,0
S27,26,0.92,5,0.93,41,4,4,0.52,N102,4,1,1,4,4,1,1
S27,27,0.83,5,1,43,5,5,0.63,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S27,28,0.77,4,0.9,45,2,2,0.88,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S27,29,1.28,2,1.38,47,5,5,1.08,N74,5,1,1,2,2,0,0
S27,30,0.93,2,1.2,49,4,4,0.55,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S27,31,0.8,4,1.2,51,4,4,0.98,E36A - lizard.jpg,4,1,1,4,4,1,1
S27,32,1.02,3,1.3,51,4,4,1.1,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S27,33,0.87,4,1.03,53,1,1,0.95,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S27,34,1.12,5,1.23,54,2,1,0.93,N77,2,0,1,1,1,0,0
S27,35,1.37,2,1.25,54,6,1,1.02,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S27,36,0.97,5,1.13,56,5,5,0.97,40A - Tutle.jpg,5,1,1,5,5,1,1
S27,37,1.32,3,1.38,58,2,2,1.18,55A - Fog.jpg,2,1,1,6,2,0,1
S27,38,1.13,2,1.03,60,2,2,1.17,49A - Insect.jpg,2,1,1,2,6,1,0
S27,39,0.97,5,1.18,62,2,2,0.82,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S27,40,0.88,4,1.1,63,1,3,1.08,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S28,1,0.27,4,0.33,2,1,1,0.47,M34,1,1,1,1,1,1,1
S28,2,0.8,5,1.67,3,6,1,1.58,M33,1,1,0,3,1,0,1
S28,3,0.38,5,0.3,5,4,4,0.27,HT24,4,1,1,4,6,1,0
S28,4,0.27,5,0.25,6,5,1,0.57,N58,5,0,1,6,6,0,0
S28,5,0.28,5,0.3,8,5,5,0.28,E13,5,1,1,6,1,0,0
S28,6,0.3,5,0.55,10,1,1,0.37,HT26,1,1,1,1,1,1,1
S28,7,1.02,5,0.47,12,5,5,0.33,HT22,5,1,1,2,5,0,1
S28,8,0.38,5,0.65,14,2,2,0.28,E15,2,1,1,2,4,1,0
S28,9,0.37,5,0.82,14,6,6,1.52,N97,6,1,1,1,1,0,0
S28,10,0.22,5,0.38,15,1,3,0.73,E31,1,0,1,5,6,0,0
S28,11,0.28,5,0.87,17,5,5,0.23,N61,5,1,1,5,5,1,1
S28,12,0.3,5,1,18,3,5,0.45,E30,3,0,1,5,3,0,1
S28,13,0.32,3,0.8,20,3,3,0.23,HT41,3,1,1,3,6,1,0
S28,14,0.3,5,0.28,21,3,1,0.22,N69,3,0,1,1,1,0,0
S28,15,1.07,2,0.28,21,2,2,0.23,N14,5,0,0,2,4,0,0
S28,16,0.17,5,0.53,23,2,2,0.25,N51,2,1,1,2,2,1,1
S28,17,0.3,3,0.27,24,5,6,0.38,HT66,5,0,1,1,5,0,1
S28,18,0.27,5,0.52,26,5,5,0.27,HT101,5,1,1,5,2,1,0
S28,19,0.38,5,0.25,28,3,3,0.48,N71,3,1,1,1,1,0,0
S28,20,0.43,2,0.3,28,6,6,0.3,N16,5,0,0,1,4,0,0
S28,21,0.42,1,0.4,29,1,4,0.32,N48,1,0,1,1,1,1,1
S28,22,0.27,4,0.3,31,2,2,0.23,N15,2,1,1,5,2,0,1
S28,23,0.1,5,0.45,33,4,4,0.12,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S28,24,0.67,5,0.28,35,1,1,0.43,N114,1,1,1,3,3,0,0
S28,25,0.52,1,0.52,35,6,6,0.48,N83,2,0,0,6,1,0,0
S28,26,0.32,5,0.25,37,4,4,0.27,N102,4,1,1,4,4,1,1
S28,27,0.42,5,0.98,39,5,5,0.43,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S28,28,0.38,5,0.72,41,2,2,0.3,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S28,29,0.18,3,0.23,43,5,5,0.07,N74,5,1,1,2,2,0,0
S28,30,0.27,4,0.3,45,4,4,0.23,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S28,31,0.22,5,0.5,47,4,4,0.17,E36A - lizard.jpg,4,1,1,4,4,1,1
S28,32,0.87,1,1,48,2,4,0.27,N152A-Fish-801.jpg,2,0,1,4,2,0,1
S28,33,0.22,5,0.3,50,1,1,0.22,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S28,34,0.15,3,0.23,50,5,5,0.17,N77,2,0,0,1,1,0,0
S28,35,0.32,2,0.45,50,6,5,0.9,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S28,36,0.28,5,0.27,52,5,5,0.5,40A - Tutle.jpg,5,1,1,5,5,1,1
S28,37,0.32,5,0.3,53,2,6,0.2,55A - Fog.jpg,2,0,1,6,2,0,1
S28,38,0.42,3,0.2,55,2,2,0.2,49A - Insect.jpg,2,1,1,2,6,1,0
S28,39,0.27,5,0.23,57,2,2,0.2,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S28,40,0.22,1,0.43,57,3,3,0.35,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
S29,1,0.33,5,0.43,2,1,1,0.63,M34,1,1,1,1,1,1,1
S29,2,0.35,5,0.25,4,1,1,0.97,M33,1,1,1,3,1,0,1
S29,3,0.47,5,0.33,6,4,4,0.45,HT24,4,1,1,4,6,1,0
S29,4,0.82,5,0.4,8,5,5,0.55,N58,5,1,1,6,6,0,0
S29,5,0.4,5,0.4,10,5,5,0.32,E13,5,1,1,6,1,0,0
S29,6,0.3,0,0,12,1,1,0.27,HT26,1,1,1,1,1,1,1
S29,7,0.27,5,0.28,14,5,5,0.27,HT22,5,1,1,2,5,0,1
S29,8,0.28,5,0.9,16,2,2,0.32,E15,2,1,1,2,4,1,0
S29,9,1.18,0,0.75,16,4,4,0.9,N97,6,0,0,1,1,0,0
S29,10,0.5,2,0.37,16,6,5,0.38,E31,1,0,0,5,6,0,0
S29,11,0.57,5,0.88,17,6,5,0.35,N61,5,1,0,5,5,1,1
S29,12,0.3,5,0.28,18,3,5,0.92,E30,3,0,1,5,3,0,1
S29,13,1.02,2,0.77,19,6,3,0.3,HT41,3,1,0,3,6,1,0
S29,14,0.55,4,0.52,20,3,1,0.28,N69,3,0,1,1,1,0,0
S29,15,0.42,5,0.37,21,5,2,0.58,N14,5,0,1,2,4,0,0
S29,16,0.42,5,0.58,23,2,2,0.68,N51,2,1,1,2,2,1,1
S29,17,0.37,5,0.28,24,5,1,0.85,HT66,5,0,1,1,5,0,1
S29,18,0.3,5,0.4,26,5,5,0.4,HT101,5,1,1,5,2,1,0
S29,19,0.22,5,0.52,26,1,1,0.32,N71,3,0,0,1,1,0,0
S29,20,0.43,5,0.32,27,5,1,1.17,N16,5,0,1,1,4,0,0
S29,21,0.78,5,0.33,29,1,1,0.9,N48,1,1,1,1,1,1,1
S29,22,0.28,5,0.5,31,2,2,0.65,N15,2,1,1,5,2,0,1
S29,23,0.32,5,0.38,33,4,4,0.37,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S29,24,0.18,5,0.95,35,1,1,0.63,N114,1,1,1,3,3,0,0
S29,25,0.83,1,1.1,35,6,6,1.73,N83,2,0,0,6,1,0,0
S29,26,0.37,5,0.27,37,4,4,0.4,N102,4,1,1,4,4,1,1
S29,27,0.28,5,0.4,39,5,5,1.23,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S29,28,0.32,5,0.95,41,2,2,0.42,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S29,29,0.37,5,0.5,43,5,5,0.32,N74,5,1,1,2,2,0,0
S29,30,1.08,5,0.7,45,4,4,0.6,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S29,31,0.35,5,0.7,47,4,4,0.37,E36A - lizard.jpg,4,1,1,4,4,1,1
S29,33,0.78,5,0.37,49,1,1,0.32,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S29,34,0.33,3,0.37,49,1,1,0.48,N77,2,0,0,1,1,0,0
S29,35,0.3,5,0.37,49,6,5,0.95,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S29,36,0.18,5,0.45,51,5,5,0.65,40A - Tutle.jpg,5,1,1,5,5,1,1
S29,37,0.38,5,0.3,52,2,3,0.58,55A - Fog.jpg,2,0,1,6,2,0,1
S29,38,0.28,5,0.63,54,2,2,0.33,49A - Insect.jpg,2,1,1,2,6,1,0
S29,39,0.32,5,0.43,54,4,4,0.32,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S29,40,0.9,2,0.35,54,4,3,0.37,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
